title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
혈음,#퓨전사극#성장물#츤데레남#철벽녀#상처녀#집착남#상처남#힐링물,contentshera,15세이용가,100원/회차 당,오기,완결,로맨스,386,10.0,전체 132,전체 0,24.03.11,5장
현대 무림 견문록,#퓨전#성장#천마#검,도서출판 청어람,15세이용가,100원/회차 당,선불,완결,무협,1.2만,10.0,전체 150,전체 2,24.03.11,25장
흑막의 병약한 아내는 과보호가 싫어요,#로맨스판타지#빙의물#후회남#로맨틱코미디#까칠남#왕족/귀족,kwbooks,전체이용가,100원/회차 당,붉은빵곰팡이,완결,로판,"5,483",10.0,전체 113,전체 9,24.03.11,3장
EX급이 이렇게 약해도 되나요?,#여주판타지#계략남#로맨스판타지,알에스미디어,전체이용가,100원/회차 당,김어디든,완결,로판,"5,358",10.0,전체 198,전체 47,24.03.11,3장
NPC 힐러로 전직했습니다,#로맨스판타지#영혼체인지#가상시대물#무심남#집착남#순정남#다정남#대형견남#직진남#능력녀#다정녀#걸크러쉬,필연매니지먼트,전체이용가,100원/회차 당,은후C,완결,로판,"1,094",10.0,전체 180,전체 5,24.03.11,3장
무장원행장기,#정통,에필로그,전체이용가,100원/회차 당,자우,완결,무협,"6,770",10.0,전체 213,전체 0,24.03.10,25장
정과 검,#검#정통,파란미디어,전체이용가,100원/회차 당,진산,완결,무협,11.7만,9.6,전체 103,전체 33,24.03.10,5장
뒤에서 하는,#현대로맨스#연예계물#동거물#계약관계#다정남#재벌남#카리스마남#능력남#직진남#능력녀#순진녀#상처녀#달달물#드라마,다산북스,15세이용가,100원/회차 당,백딸기,완결,로맨스,24.5만,9.9,전체 82,전체 170,24.03.10,3장
집착의 정석,#현대로맨스#동거물#속도위반#재회물#재벌남#직진남#계략남#카리스마남#뇌섹녀#상처녀#짝사랑녀#순정녀#외유내강#소유욕/독점욕,코핀커뮤니케이션즈,15세이용가,100원/회차 당,트래블러,완결,로맨스,186.5만,9.7,전체 89,전체 769,24.03.09,0장
"조폭 이재성, 소설 속 거렁뱅이가 되다",#먼치킨#영지,북팔,전체이용가,100원/회차 당,빨간강타,완결,현판,"1,493",9.4,전체 238,전체 1,24.03.09,25장
우아한 갈망,#나쁜남자#절륜남#몸정>맘정#사내연애#소유욕/독점욕#후회남#오해물#상처녀#냉정녀,북팔,15세이용가,100원/회차 당,멜로그레이스,완결,로맨스,2.1만,10.0,전체 94,전체 4,24.03.09,5장
이혼 본능 [외전] [19세 완전판],#현대로맨스#재회물#트라우마#나쁜남자#소유욕/독점욕#재벌남#집착남#능력녀#상처녀#정략결혼,연담,19세이용가,100원/회차 당,백화(百花),완결,로맨스,1.7만,10.0,전체 13,전체 9,24.03.09,0장
"충격! 하꼬 스트리머, 낭자애로 환생?!",#환생#방송#시스템#BJ,문피아,전체이용가,100원/회차 당,RUT,완결,현판,2.4만,10.0,전체 180,전체 198,24.03.08,25장
왜 하필 내가 남이(南怡)야?,#대체역사#전쟁#생존#빙의#먼치킨#성장#실존인물#군인,문피아,전체이용가,100원/회차 당,다물랑,월~금 연재,판타지,3.5만,9.9,전체 292,전체 10,24.03.08,25장
"국정원 블랙 요원, 회귀하다.",#복수#전쟁#환생#회귀#먼치킨#군인,문피아,전체이용가,100원/회차 당,평택안중,완결,현판,2.7만,10.0,전체 154,전체 2,24.03.08,25장
제발 고백만은 참아 줘!,#현대물#오메가버스#캠퍼스물#학원물#소꿉친구#친구>연인#재회물#다정공#대형견공#회귀물#복수물#일상물#힐링물#외유내강수#다정수,연필,15세이용가,100원/회차 당,여곡,완결,BL,13.7만,9.5,전체 90,전체 199,24.03.08,0장
