title,keywords,publisher,users,price,author,ing,genre,viewCount,score,uploaded,reviewCount,date,free_info
걸어다니는 무기고,#생존#성장#총#이능력#시스템#군인#노력,kwbooks,전체이용가,100원/회차 당,자느터,완결,판타지,296.5만,8.9,전체 181,"전체 4,050",20.02.24,25장
월령검제,#정통#회귀#먼치킨#천재#노력#성장#정파#마교#검,연필,전체이용가,100원/회차 당,be인기작가,완결,무협,"4,200.2만",9.7,전체 545,전체 2.5만,20.02.24,20장
용사를 방치했더니 차원 최강 [연재],#신#먼치킨#용사,제이플미디어,전체이용가,100원/회차 당,갯장어,완결,판타지,246.9만,9.5,전체 238,"전체 2,873",20.02.24,25장
"C급 용병, 시스템으로 정점까지 [연재]",#시스템#먼치킨#용병#회귀,제이플미디어,전체이용가,100원/회차 당,우포,완결,판타지,101.1만,8.6,전체 168,전체 655,20.02.22,25장
나 혼자 대리사냥!,#성장,제이플미디어,전체이용가,100원/회차 당,하아얀날개,완결,판타지,37.3만,9.7,전체 150,전체 336,20.02.21,25장
시한부 악녀의 버킷리스트 [완결],#로맨스판타지#동거물#환생물#빙의물#운명#시한부#초월적존재#다정남#순정남#능력남#무심녀#악녀#후회녀#상처녀,제이플미디어,전체이용가,100원/회차 당,AO형,완결,로판,19.4만,9.7,전체 103,전체 253,20.02.21,0장
딸 바보가 되었습니다,#성장#육아,에이시스미디어,전체이용가,100원/회차 당,기우,월~금 연재,현판,"8,474만",9.8,"전체 1,239",전체 8.5만,20.02.20,17장
작가님은 만능입니까,#천재#노력#성장#작가,kwbooks,전체이용가,100원/회차 당,예성,완결,현판,57.9만,9.6,전체 146,전체 666,20.02.20,25장
누군가 내 몸에 빙의했다,#로맨스판타지#가족후회물#영혼체인지#막장#빙의물#차원이동물#역하렘#운명#걸크러쉬#계략녀#까칠녀#뇌섹녀#드라마,연담,전체이용가,100원/회차 당,신솔라,완결,로판,"8,724.3만",9.8,전체 333,전체 13.5만,20.02.20,0장
최면의 대가 [완결],#먼치킨#성장,제이플미디어,전체이용가,100원/회차 당,일성,완결,무협,3.3만,9.7,전체 135,전체 8,20.02.20,25장
레전드 헌터 [완결],#게임#성장#먼치킨#천재,제이플미디어,전체이용가,100원/회차 당,이계승,완결,판타지,4.8만,9.3,전체 230,전체 17,20.02.20,25장
청기와집 막내아들,#경영/기업#깽판#재벌#회귀#전문직,kwbooks,전체이용가,100원/회차 당,서야(書夜),완결,현판,"1,212.3만",9.3,전체 426,전체 1.1만,20.02.19,20장
귀 큰 놈이 되었다 [삼국지 유비전] [완결],#삼국지#대체역사#먼치킨,제이플미디어,전체이용가,100원/회차 당,삼색이친구,완결,판타지,67.9만,9.7,전체 156,전체 705,20.02.18,25장
훈수로 메이저리거[연재],#스포츠#야구#전문직#성좌#조력자,kwbooks,전체이용가,100원/회차 당,예성,완결,현판,205.6만,9.3,전체 307,"전체 1,629",20.02.18,25장
빙의로 전부 독식,#빙의#이능력#초능력#성장#먼치킨,에이시스미디어,전체이용가,100원/회차 당,옥돌s,완결,판타지,125.9만,9.0,전체 200,전체 883,20.02.17,10장
오만한 채무자님 길들이기 [단독 선공개],#현대로맨스#오피스물#첫사랑#능글남#재벌남#츤데레남#직진남#능력녀#털털녀#로맨틱코미디,툰플러스,15세이용가,100원/회차 당,실이아,완결,로맨스,23만,9.7,전체 80,"전체 1,942",20.02.17,3장
천년마도,#사파#마교#천마#검#정통#귀환#먼치킨#깽판,로크미디어,전체이용가,100원/회차 당,태규,완결,무협,168.4만,9.7,전체 229,전체 772,20.02.17,20장
만년2등 콤플렉스,#로맨스판타지#회귀물#왕족/귀족#라이벌/앙숙#친구>연인#능력남#계략남#집착남#순정남#뇌섹녀#능력녀,엠스토리허브,전체이용가,100원/회차 당,레몬개구리,완결,로판,19.2만,10.0,전체 130,전체 660,20.02.17,6장
타자가 공을 너무 잘 던짐,#스포츠#전문직#성장#회귀#천재#야구,kwbooks,전체이용가,100원/회차 당,Zorba,완결,현판,98.9만,8.7,전체 328,전체 673,20.02.17,25장
전지적 짐승 시점,#개그물#힐링물#로맨틱코미디#달달물#평범녀#차원이동물#차원이동#로맨스판타지#운명#초월적존재#까칠남#왕족/귀족,시즈닝북스,15세이용가,100원/회차 당,릴리S,완결,로판,8.9만,10.0,전체 111,전체 227,20.02.14,4장
백작가 장자는 재벌,#차원이동#성장,에이시스미디어,전체이용가,100원/회차 당,그너머,완결,판타지,14.5만,7.9,전체 175,전체 75,20.02.14,25장
고블린 성자,#정통#환생,현나라,전체이용가,100원/회차 당,NewtDrago, 연재,판타지,5.5만,9.8,전체 36,전체 258,20.02.14,10장
"데릴사위, 재벌 회장 되다.[완결]",#경영/기업#복수#환생,kwbooks,전체이용가,100원/회차 당,사관(史官),완결,현판,17.5만,9.2,전체 115,전체 53,20.02.13,32장
따끔한 것이 좋아,#현대로맨스#까칠남#츤데레남#걸크러쉬#로맨틱코미디,리플린,15세이용가,100원/회차 당,시월이,완결,로맨스,21.3만,9.9,전체 82,전체 205,20.02.13,5장
아찔하게 새기다 [특별 외전 선공개],#현대로맨스#재회물#원나잇#첫사랑#다정남#순정남#재벌남#능력남#절륜남#능력녀#외유내강#상처녀,코핀커뮤니케이션즈,15세이용가,100원/회차 당,새벽향기,완결,로맨스,21만,9.9,전체 88,전체 101,20.02.12,3장
"재벌집 서자, 그레이트 어게인",#경영/기업#정치가#재벌#회귀,제이플미디어,전체이용가,100원/회차 당,굿라이버,완결,현판,196.6만,9.3,전체 285,전체 795,20.02.12,25장
100억 영혼으로 꿀 좀 빨겠습니다 [연재],#빙의#먼치킨,제이플미디어,전체이용가,100원/회차 당,글딴딴, 연재,현판,61.1만,9.0,전체 167,전체 757,20.02.11,25장
템복사로 인생역전!,#레이드#차원이동#창#이능력#초능력#아포칼립스#먼치킨#노력#성장#천재#아티팩트#망나니#만능,kwbooks,전체이용가,100원/회차 당,진유(眞鍮),완결,판타지,230.1만,9.5,전체 200,"전체 1,721",20.02.10,25장
Black Lies(아주 나쁜 거짓말),#현대로맨스#권선징악#재벌남,누온미디어,15세이용가,3600원/회차 당,봄땅,완결,로맨스,1.8만,10.0,전체 42,전체 1,20.02.10,2장
여우로 시작하는 헌터생활,#회귀#레이드,현나라,전체이용가,100원/회차 당,역주체,완결,판타지,7.1만,9.4,전체 99,전체 130,20.02.07,10장
엔딩메이커,#게임#차원이동#천재#성장#생존#이능력#영웅/신화#노력#먼치킨#아티팩트#격투가#전쟁#깽판#정령#무공,kwbooks,전체이용가,100원/회차 당,취룡,완결,판타지,902.6만,9.9,전체 474,전체 1.2만,20.02.07,18장
이혼하러 가는 길 [외전 선공개],#현대로맨스#회귀물#시월드,제이플미디어,전체이용가,100원/회차 당,인근주민이씨,완결,로맨스,8만,9.9,전체 115,전체 77,20.02.07,5장
유닛 뽑는 헌터[연재],#레이드#이능력#노력#성장,kwbooks,전체이용가,100원/회차 당,양가놈,완결,판타지,112.8만,9.4,전체 200,"전체 1,552",20.02.07,24장
명문가의 치트 플레이어,#검사#포식/흡수#레이드#복수#아포칼립스#성좌#시스템#영웅/신화#천재#노력#조력자,스토리튠즈,전체이용가,100원/회차 당,이한,완결,판타지,744만,9.7,전체 299,"전체 9,855",20.02.06,10장
네 번째 후궁,#시대/역사로맨스#궁정로맨스#동양풍#성장물#암투물#막장#우연한만남#트라우마#상처남#왕족/귀족#상처녀#신파#권선징악,시즈닝북스,15세이용가,100원/회차 당,영랑(詠瑯),완결,로맨스,210.5만,8.9,전체 116,"전체 4,717",20.02.06,0장
명문고 EX급 조연의 리플레이,#게임#빙의#차원이동#학원#영웅/신화#고인물#이능력#성장#천재#노력#조력자,인타임,전체이용가,100원/회차 당,기월월,월~금 연재,판타지,"1,950.5만",9.9,"전체 1,161",전체 4.2만,24.06.25,0장
제3차 세계 대전 [연재],#전쟁#재벌,제이플미디어,전체이용가,100원/회차 당,바람따라0,완결,현판,59.5만,9.5,전체 244,전체 740,20.02.05,25장
공녀는 사이다를 마신다,#로맨스판타지#복수물#회귀물#연하남#순진남#능력녀#사이다녀,툰플러스,전체이용가,100원/회차 당,사장님,완결,로판,31.6만,9.8,전체 97,전체 477,20.02.05,5장
격랑의 바다,#전쟁#생존#노력#성장#군인#정치가,스카이미디어,전체이용가,100원/회차 당,파사데나,완결,현판,470.2만,9.4,전체 425,"전체 5,140",20.02.04,20장
돈 쓸어 담는 연금술사[완결],#천재#환생#아티팩트#마법사#이능력,kwbooks,전체이용가,100원/회차 당,이영목,완결,판타지,16만,9.8,전체 162,전체 88,20.02.03,24장
신비의 제왕,#미스테리#빙의#마법사#이능력#초능력,판오름,전체이용가,100원/회차 당,커틀피쉬,완결,판타지,739.5만,9.1,"전체 1,391",전체 1.6만,20.02.01,25장
막장 피폐 소설을 고쳐 써보겠습니다,#로맨스판타지,kwbooks,전체이용가,100원/회차 당,최이설,완결,로판,476.6만,9.9,전체 172,"전체 8,332",20.01.31,1장
미연시게임 속 하찮은 엑스트라,#순정남#까칠남#집착남#오만남#능글남#역하렘,누온미디어,전체이용가,100원/회차 당,체르티,완결,로판,908.1만,10.0,전체 241,전체 1.7만,20.01.31,1장
망작의 삼공자로 사는 법,#빙의,디앤씨미디어,전체이용가,100원/회차 당,청라,완결,판타지,481.7만,9.5,전체 278,"전체 4,409",20.01.30,15장
인피니트 덴드로그램 [연재],#게임#라이트노벨#하렘#전쟁#생존#시스템#노력#성장#용병,소미미디어,15세이용가,100원/회차 당,카이도 사콘, 연재,판타지,30.8만,9.5,전체 532,전체 926,20.01.29,3장
"저, 능력은 평균치로 해달라고 말했잖아요! [연재]",#라이트노벨#환생#생존#학원#먼치킨#천재#성장#착각#마법사#초능력#만능,소미미디어,전체이용가,100원/회차 당,후나, 연재,판타지,52.4만,8.9,전체 582,"전체 1,820",20.01.29,3장
에네아드의 빛,#로맨스판타지#가상시대물#절륜남#카리스마남#권선징악#몸정>맘정#운명#능력남#외유내강,도서출판 청어람,15세이용가,100원/회차 당,박영주,완결,로판,5.1만,10.0,전체 138,전체 28,20.01.28,6장
1000층 보상 특별스킬상자[완결],#레이드#성장#탑등반#먼치킨,kwbooks,전체이용가,100원/회차 당,금고아,완결,판타지,20.7만,8.9,전체 125,전체 205,20.01.28,34장
SSS급 어쌔신 플레이어,#성장#살수,제이플미디어,전체이용가,100원/회차 당,필극,완결,판타지,"1,958.4만",8.8,전체 280,전체 1.5만,20.01.28,28장
내 남자의 비즈니스,#현대로맨스#계약관계#재벌남#능력녀,제이플미디어,15세이용가,100원/회차 당,윤아진,완결,로맨스,281.4만,9.7,전체 82,"전체 4,152",20.01.24,2장
무공으로 레벨업하는 마왕님,#차원이동#레이드#환생#복수#탑등반#먼치킨#시스템#영웅/신화#천재#성장#이능력#용사#무공,판시아x연필,전체이용가,100원/회차 당,아이박슨,"월, 수, 금 연재",판타지,"4,179.3만",9.6,전체 725,전체 2.7만,20.01.23,20장
빙의물 여주의 언니입니다만,#로맨스판타지#성장물#빙의물#왕족/귀족#능력남#능력녀#자상녀#외유내강#무심녀#계약관계#정략결혼#달달물#치유물#드라마#힐링물,키다리스튜디오,전체이용가,100원/회차 당,한설믜,완결,로판,200.9만,9.9,전체 150,"전체 4,427",20.01.23,0장
아름다운 티끌 [BL],#조직/암흑가#SF/미래물,북팔,15세이용가,100원/회차 당,Shan,완결,BL,873,10.0,전체 33,전체 0,20.01.23,5장
대공님의 신부는 지옥의 전사,#로맨스판타지,교보문고,전체이용가,100원/회차 당,김모안,완결,로판,40.3만,10.0,전체 162,전체 838,20.01.23,5장
달콤한 그 남자의 복수 [단독 선공개],#현대로맨스#재회물#첫사랑#카리스마남#능력남#계략남#직진남#능력녀#상처녀,툰플러스,15세이용가,100원/회차 당,낮달꿈,완결,로맨스,4만,10.0,전체 65,전체 125,20.01.23,5장
나한테 반하지 않을래?,#현대로맨스#복수물#사내연애#첫사랑#나쁜남자#순정남#오해물#달달물#사이다녀#재벌녀#재벌남#짝사랑남#털털녀#회사원#선배,도서출판 청어람,15세이용가,100원/회차 당,carbo(도효원),완결,로맨스,4.8만,10.0,전체 55,전체 25,20.01.22,3장
Hold on me [GL],#현대로맨스#GL#걸크러쉬#잔잔물#재벌녀#직진녀#첫사랑#친구>연인#연예계물,도서출판 청어람,전체이용가,100원/회차 당,사화,완결,로맨스,1.8만,10.0,전체 68,전체 3,20.01.22,4장
아사벼리,#가상시대물#남장여자#까칠남#순정남,코핀커뮤니케이션즈,전체이용가,100원/회차 당,이지환,완결,로맨스,5만,10.0,전체 113,전체 80,20.01.20,5장
내 딸은 얼굴 천재,#요리사#배우#육아#먹방/요리,포텐,전체이용가,100원/회차 당,진혁,완결,현판,504.7만,9.2,전체 257,"전체 9,593",20.01.20,10장
[BL]알아채기 쉬운,#BL#사내연애#현대물#연하공#재벌공#집착공#계략공#능력수,엠스토리허브,15세이용가,100원/회차 당,아레시보,완결,BL,614.2만,9.9,전체 142,"전체 8,026",20.01.16,2장
망해가는 제국의 황비가 되었다,#로맨틱코미디#달달물#개그물#권선징악#기억상실#능력녀#오해물#차원이동#차원이동물#로맨스판타지#까칠남#왕족/귀족#직진남#카리스마남#엉뚱발랄녀,시즈닝북스,15세이용가,100원/회차 당,안데레,완결,로판,18만,9.9,전체 121,전체 401,20.01.16,4장
미친 재능의 B급 용병[완결],#용병#회귀#성장,kwbooks,전체이용가,100원/회차 당,우어나,완결,판타지,11만,8.9,전체 171,전체 93,20.01.16,28장
격투기에 산다!,#스포츠#성장#기타 스포츠,에이시스미디어,전체이용가,100원/회차 당,비수(飛秀),완결,현판,6.5만,7.6,전체 147,전체 52,20.01.16,24장
매의 날개를 꺾어라,#로맨스판타지,서울미디어코믹스,15세이용가,100원/회차 당,수킴,완결,로판,"4,902",10.0,전체 194,전체 3,20.01.15,4장
무협지 악당에게 꽃길을,#로맨스판타지#착각물#무협물#빙의물#여주판타지#시한부#역하렘#순정남#카리스마남#오빠#츤데레남#능력남#능력녀#걸크러쉬#힐링물,필연매니지먼트,전체이용가,100원/회차 당,공라희,완결,로판,373.7만,9.9,전체 402,"전체 6,676",20.01.14,3장
쇼윈도,#현대로맨스#다정남#상처남#재벌남#능력남#재벌녀#상처녀#기억상실,코핀커뮤니케이션즈,15세이용가,100원/회차 당,목모경,완결,로맨스,21.5만,10.0,전체 63,"전체 1,510",20.01.13,5장
막장드라마의 제왕[연재],#하렘#방송#회귀#먼치킨#PD/감독#조력자#천재,kwbooks,전체이용가,100원/회차 당,고별,완결,현판,373.9만,9.7,전체 303,"전체 5,979",20.01.12,20장
멸망한 세계에서 온 검신,#검사#차원이동#천재#먼치킨#시스템#레이드#빙의#마검사#성장,kwbooks,전체이용가,100원/회차 당,독고진,완결,판타지,"2,350.2만",9.4,전체 311,전체 1.5만,20.01.10,5장
회귀해서 주식재벌,#전문직#경영/기업#천재#회귀#재벌,에이시스미디어,전체이용가,100원/회차 당,갓반인,완결,현판,64.2만,8.9,전체 244,전체 182,20.01.10,25장
역대급 천재 재벌,#재벌,디앤씨미디어,전체이용가,100원/회차 당,코알라,완결,현판,423.4만,9.5,전체 267,"전체 2,627",20.01.09,26장
에임핵 헌터[완결],#생존#아포칼립스#아티팩트#시스템#먼치킨#노력#천재#고인물,kwbooks,전체이용가,100원/회차 당,Boot붓,완결,현판,15.3만,8.8,전체 150,전체 163,20.01.09,32장
너네 귀환자냐? 나는 전생자다,#라이트노벨#환생#귀환,현나라,전체이용가,100원/회차 당,시나모모,화~금 연재,판타지,11.3만,9.3,전체 54,전체 306,20.01.08,10장
환생자가 여행하는 법,#환생#라이트노벨,현나라,전체이용가,100원/회차 당,송작자, 연재,판타지,26.3만,7.0,전체 124,전체 413,20.01.08,10장
무림에서 온 몸치,#차원이동#게임#먼치킨#무공,제이플미디어,전체이용가,100원/회차 당,험블리,완결,판타지,171만,9.0,전체 200,"전체 1,262",20.01.06,20장
귀환했더니 최강 힐러 [완결],#귀환#먼치킨#힐러#회귀,제이플미디어,전체이용가,100원/회차 당,흙색,완결,판타지,175.3만,9.2,전체 175,"전체 1,615",20.01.06,25장
게임 속 전사가 되었다 [완결],#게임#성장#빙의#천재,문피아,15세이용가,100원/회차 당,컵라면.,완결,판타지,187.6만,9.7,전체 241,"전체 2,739",20.01.06,24장
제로 라이트: 1만 시간의 법칙 [완결],#먼치킨,스토리위즈,전체이용가,100원/회차 당,브라키오,완결,현판,21만,9.6,전체 174,전체 111,20.01.06,29장
조지 부시의 위대한 미국,#대체역사#빙의#깽판#전쟁#정치가,제이트리미디어,전체이용가,100원/회차 당,Cider.cap,완결,판타지,97.1만,9.2,전체 376,"전체 2,108",20.01.06,27장
소심하고 쩨쩨하게,#로맨스판타지#가상시대물#까칠남#카리스마남#능력녀#털털녀#계약관계#잔잔물,누온미디어,전체이용가,100원/회차 당,희선재,완결,로판,580.9만,10.0,전체 168,"전체 9,923",20.01.04,4장
상사와의 수상한 잠자리,#달달물#로맨틱코미디#계약관계#갑을관계#능력녀#외유내강#철벽녀#상처녀#사내연애#현대로맨스#신데렐라#운명#다정남#상처남#재벌남,다산북스,15세이용가,100원/회차 당,가현,완결,로맨스,"1,104.6만",9.9,전체 85,전체 1.1만,20.01.03,2장
뉴비들이 사는 세상,#BL,교보문고,전체이용가,100원/회차 당,글쓴E,완결,로맨스,3만,10.0,전체 150,전체 200,20.01.03,5장
주인공이 자꾸자꾸 부활함,#이능력#성장#먼치킨,스토리위즈,전체이용가,100원/회차 당,글포터,완결,판타지,98.8만,9.6,전체 200,"전체 1,018",20.01.03,25장
신화급 각성으로 최상위종,#성장#시스템#먼치킨,에이시스미디어,전체이용가,100원/회차 당,중고루,완결,판타지,169.9만,9.3,전체 175,"전체 1,487",20.01.03,24장
갑을관계,#현대로맨스#소유욕/독점욕#재벌남#계략남#집착남#무심녀#철벽녀#갑을관계,코핀커뮤니케이션즈,15세이용가,100원/회차 당,조은조,완결,로맨스,12.1만,9.4,전체 51,전체 45,20.01.02,5장
검사님의 이중생활,#미스터리#법조계#첫사랑#까칠남#나쁜남자#순정남#후회남#집착남#직진남#능력녀#도도녀#뇌섹녀#순정녀#짝사랑녀#로맨틱코미디,코핀커뮤니케이션즈,15세이용가,100원/회차 당,은호,완결,로맨스,7.5만,10.0,전체 103,전체 26,20.01.01,3장
압도적인 연기 천재,#전문직#환생#방송#천재#노력#성장#배우#빙의,kwbooks,전체이용가,100원/회차 당,승효,완결,현판,"1,570.6만",9.9,전체 284,전체 1.9만,20.04.25,17장
신데렐라의 언니는 이제 그만하고 싶어,#로맨스판타지,서울미디어코믹스,15세이용가,100원/회차 당,진주홍,완결,로판,3.3만,9.1,전체 70,전체 67,19.12.30,5장
"그날 그곳에, 재희 [개정판]",#잔잔물#계약관계#삼각관계#신분차이#외유내강#후회녀#상처녀#절륜녀#오해물#현대로맨스#운명#상처남#재벌남#절륜남#능력남,오렌지트랙,15세이용가,200원/회차 당,지유,완결,로맨스,1.5만,10.0,전체 47,전체 14,19.12.30,7장
무기력한 황제의 악마 보좌관입니다,#로맨스판타지#계략남#대형견남#직진남#능력녀#사이다녀,툰플러스,전체이용가,100원/회차 당,박락원,완결,로판,11.6만,10.0,전체 96,전체 295,19.12.29,1장
레벨업 하는 일인군단,#시스템#먼치킨#테이밍,제이플미디어,전체이용가,100원/회차 당,산신령,완결,판타지,448.6만,9.4,전체 240,"전체 4,388",19.12.27,15장
마법대륙 검술천재,#천재#환생#먼치킨#검사#마법사#노력#마왕#왕족/귀족#마검사,문피아,전체이용가,100원/회차 당,도비,완결,판타지,"1,164.3만",9.4,전체 340,"전체 9,762",20.01.01,0장
마두객잔,#객잔무협#먼치킨,제이플미디어,전체이용가,100원/회차 당,서유락,완결,무협,230만,9.4,전체 249,"전체 2,197",19.12.27,20장
특성흡수 헌터사냥꾼,#레이드#환생#복수#빙의#먼치킨#시스템#천재#성장#포식/흡수#만능,kwbooks,전체이용가,100원/회차 당,킹소다,완결,판타지,"2,416.6만",9.3,전체 447,전체 2.1만,19.12.27,20장
"[BL] 성생님, 있잖아요. 아빠가요!",#육아물#BL#힐링물,교보문고,15세이용가,100원/회차 당,피아A,완결,BL,20.1만,10.0,전체 92,전체 470,19.12.27,5장
첫키스 증후군 [단독 선공개],#현대로맨스#상처남#소유욕/독점욕#재벌남#차도남#평범녀#상처녀#계약관계#갑을관계,코핀커뮤니케이션즈,15세이용가,100원/회차 당,홍란,완결,로맨스,12만,10.0,전체 99,전체 131,19.12.27,5장
걸그룹 키우는 현질러[연재],#경영/기업#노력#성장#착각#가수#배우#매니저,kwbooks,전체이용가,100원/회차 당,O1,완결,현판,62.1만,8.5,전체 220,전체 729,19.12.26,25장
이혼의 조건,#현대로맨스#복수물#다정남#소유욕/독점욕#순정남#능력남#사이다남#짝사랑남#직진남#상처녀#삼각관계#신파#애잔물#힐링물#권선징악,코핀커뮤니케이션즈,15세이용가,100원/회차 당,이지환,완결,로맨스,23.1만,10.0,전체 87,전체 240,19.12.26,5장
레벨업하기 싫은 천마님,#먼치킨,디앤씨미디어,전체이용가,100원/회차 당,샤이나크,완결,판타지,"4,928.9만",9.8,전체 337,전체 4.6만,19.12.25,10장
환생했더니 S급 성좌,#환생#시스템#성좌#신,디앤씨미디어,전체이용가,100원/회차 당,최지인,완결,판타지,557.8만,9.7,전체 300,"전체 8,987",19.12.24,15장
짐승의 위로법,#현대로맨스#전문직물#츤데레남#능력남#무심남#오만남#능력녀#털털녀#라이벌/앙숙#달달물#로맨틱코미디,코핀커뮤니케이션즈,15세이용가,100원/회차 당,스윗스위티,완결,로맨스,3.1만,9.6,전체 28,전체 48,19.12.23,1장
정자부터 잘생김[연재],#스포츠#환생#전문직#노력#성장#착각#기타 스포츠,kwbooks,전체이용가,100원/회차 당,오수정,완결,현판,113.6만,9.5,전체 170,"전체 1,670",19.12.23,26장
세자빈 야행록,#동양풍#오해물#가상시대물#운명#나쁜남자#왕족/귀족#계략남#집착남#소유욕/독점욕,엠스토리허브,전체이용가,100원/회차 당,원종,완결,로맨스,1.1만,10.0,전체 52,전체 3,19.12.23,3장
악녀는 패밀리의 숭배를 받고,#로맨스판타지#먼치킨#짝사랑남#무심녀#걸크러쉬#악녀#조직/암흑가,제이플미디어,전체이용가,100원/회차 당,은나목,완결,로판,287.9만,9.7,전체 193,"전체 7,092",19.12.20,4장
반천무쌍 [완결],#회귀#천마#먼치킨,제이플미디어,전체이용가,100원/회차 당,결보,완결,무협,11.4만,9.5,전체 200,전체 14,19.12.20,25장
자꾸만 남자로 다가와,#현대로맨스#오해물#동거물#운명#소유욕/독점욕#능력남#절륜남#직진남#외유내강#상처녀#갑을관계#달달물,툰플러스,15세이용가,100원/회차 당,핑크티,완결,로맨스,9.4만,10.0,전체 75,전체 116,19.12.20,3장
