cusno,age,region,product_20,product_21,price_20,price_21,quantity_20,quantity_21,amount_20,amount_21,age_group,married
1009,33,1,30,10,4792.4233188939,84835288.90093653,184870.12780990932,91879.23045695684,885975911.4831051,7794601059811.66,3,0.0
1009,58,1,10,30,41559.93965634714,75242008.54615667,167781.06741948004,115830.0462901804,7416199817.170759,8715285332867.477,5,1.0
1009,52,1,30,20,13963.863403268515,59595519.85945113,159302.75829597618,98174.1482968354,2224481956.6089115,5850739404508.754,5,1.0
1009,40,1,30,30,36746.74267121629,90691626.87970231,191114.72679028605,97059.17094551228,1422944656.8339024,8802454116643.643,4,0.0
1009,32,1,20,10,21042.886767328233,72696250.31121397,180051.24126094548,93868.11875579695,3788797882.170973,6823860257314.174,3,0.0
1009,56,1,30,10,7939.3042344663545,73375215.02606976,157560.41018680067,82978.74770687439,1250920031.7803223,6088583455585.901,5,0.0
1009,48,1,20,10,30080.27905083156,78946405.61347106,153216.04807821615,85959.1187841653,4608781481.258367,6786163457711.253,4,1.0
1009,58,1,30,10,9815.12467112723,59074511.92181557,204831.9455361384,95782.6850076192,2010451082.0667412,5658315367386.105,5,1.0
1009,31,1,10,10,45040.94953747997,82284151.72999865,184227.6648777507,101367.87392764042,7809050432.5147,8340969518809.339,3,0.0
1009,34,1,30,30,35883.975263560955,81559610.34024002,185096.17724513385,94262.95612436144,2439871185.894191,7688049971022.061,3,1.0
1010,20,6,30,10,7162.825350791032,75627860.79941747,167217.27137505537,102071.17730859376,1197748110.4953501,7719424789126.987,2,0.0
1010,20,6,30,30,44295.284506646916,78762593.12474889,145503.12323904707,97893.34105594078,650890310.7635521,7710333391211.339,2,1.0
1010,20,6,30,20,13348.051808884793,73045207.39852627,170223.42607185332,95137.57104075929,2272151110.2929688,6949343608064.288,2,1.0
1010,20,6,30,20,1499.3396800263945,80903958.9543263,181921.192380201,91102.942786374,272761662.37335074,7370588743807.14,2,0.0
1010,20,6,30,30,43098.93545175796,82060195.3443473,162049.9592594913,82946.13683868774,1746457843.9821663,6806576192041.678,2,1.0
1010,20,6,10,30,45679.45456891647,76271412.88974887,167427.60207257117,96652.21299826998,7771591366.948172,7371800844299.003,2,1.0
1010,20,6,20,30,41069.268817087526,85864025.18115933,181813.92537205527,97684.16206766784,4452553278.368234,8387555351578.681,2,1.0
1010,20,6,30,30,44824.88607053236,66595108.32007426,185735.85839403133,93213.06701609764,1371606773.0857613,6207534294783.364,2,1.0
1010,20,6,20,10,31057.360337651167,66596964.68781668,166583.84318993826,89172.26766483151,5173654444.38069,5938602360807.321,2,0.0
1010,20,6,30,10,8064.797261964317,54465042.73490633,141663.21276378928,103472.23862343964,1142485090.4184763,5635619898502.065,2,0.0
1010,20,6,30,10,9560.993700900028,80942432.2938881,164623.049891806,81328.52913723493,1573959943.0385082,6582928963252.145,2,0.0
1011,52,2,20,20,44447.87355868155,73959661.75310782,130132.46539020336,115721.15931456289,3873988453.341213,8558697800582.573,5,1.0
1011,48,2,30,30,46809.452144975934,67668656.5951043,197571.8383295232,147539.95063684275,2600237459.899842,9983830253703.152,4,1.0
1011,46,2,30,30,43579.089261403926,79873624.78750455,187283.37947187969,119355.91295001424,1772292028.9227245,9533389407139.494,4,0.0
1011,52,2,20,10,30741.865801448315,72646296.18840344,143198.36798255212,156277.48632486875,4402185011.50603,11352980559135.584,5,0.0
1011,51,2,30,10,4374.39069636706,76564855.5887808,149595.13207508146,133222.59573480408,654387553.9710379,10200168803597.8,5,0.0
1011,46,2,10,10,44492.065639418724,81762378.59182627,145601.37544779506,132160.94706584545,6166104010.675783,10805793389051.967,4,0.0
1011,49,2,10,20,49070.820716126604,80156411.9190468,157625.4569635738,152818.0162932575,7440496033.920686,12249343862653.955,4,0.0
1011,47,2,20,20,35385.84516624263,87930354.83110972,169054.42067842698,141395.6221496922,2942332327.916521,12432967227187.953,4,0.0
1011,44,2,30,20,1835.631337352219,80791115.79477504,166330.80575048667,132118.9303664379,305322039.402638,10674035801916.705,4,0.0
1011,49,2,20,10,27082.146936253237,68233934.4818625,157821.48672184531,163377.04919138452,4274144693.098954,11147858870364.957,4,0.0
1011,48,2,20,10,15342.03661889416,68071839.47634724,190590.4563700499,125182.954492291,2924045760.8410554,8521433983374.114,4,0.0
1011,51,2,20,30,49129.66474490172,63461812.46063897,141443.86040628795,147165.0316256869,4666228511.543412,9339359637793.346,5,1.0
1011,52,2,30,10,2301.04207977158,71362895.0173883,151206.8974639388,135608.77067505356,347933433.8162298,9677434465120.932,5,0.0
1012,42,1,30,10,14099.372013876924,83044557.11877552,160239.15166730876,107350.15126233864,2259271410.545433,8914845768214.473,4,0.0
1012,32,1,30,10,10863.973295906588,62278051.85490088,163378.59475895847,98974.10636089176,1774940690.5840688,6163914528236.093,3,0.0
1012,51,1,30,10,6294.165408591911,70717105.19858697,193451.8338057366,97111.32740875131,1217617840.5687385,6867431956339.089,5,0.0
1012,45,1,20,20,40381.42913752196,79677114.64870061,174912.4845515191,84385.11540780318,5568476621.750851,6723562514991.366,4,0.0
1012,46,1,30,10,7960.408406953913,81361262.62865642,146104.08480649482,112828.35188953578,1163048184.983929,9179857170042.984,4,0.0
1012,59,1,30,10,1816.2496811465405,75694674.79328643,143378.15843229194,112931.95651031483,260410534.53602841,8548347721817.848,5,0.0
1012,52,1,30,20,6109.5233099826555,79352403.97359562,194430.45734030465,86412.07092111134,1187877411.2911797,6857005559927.022,5,0.0
1012,58,1,30,30,38918.36424551299,91835793.60972564,164565.10872380334,87197.2749527444,2024580185.3281612,8007830945890.733,5,0.0
1012,46,1,30,20,1557.7121446702522,81955423.98933716,176582.0705140611,92854.23679429792,275064035.77077186,7609908345682.997,4,1.0
1012,35,1,30,10,6410.396736520304,68243639.70346777,155353.67888368852,99115.32125258056,995878716.1224202,6763990272654.569,3,0.0
1013,67,5,20,30,35301.97437555068,63269252.94694304,196657.576962651,147876.74394511286,3492876089.741265,9356051117633.672,6,0.0
1013,67,5,10,20,35701.6619209813,77330825.38975322,159098.99904211902,145242.50420158182,7938470212.0984,11231722731583.021,6,0.0
1013,67,5,20,30,41970.120083082074,81141386.71706583,163270.59033395693,126027.50506690414,3346854952.000269,10226046525620.64,6,1.0
1013,67,5,10,30,46786.314328335764,71269772.80943023,160186.73661222958,136553.62123937355,7208320364.670666,9732145562035.139,6,1.0
1013,67,5,30,10,6735.31320765268,80461521.19292986,165423.5202119947,122776.86444308766,1114179220.540248,9878813280388.975,6,0.0
1013,67,5,30,10,6969.887795541436,74331382.56916918,163522.5088751619,139268.8104020605,1139733538.905307,10352043225948.648,6,0.0
1013,67,5,30,30,43296.25924345804,60764107.02759839,138992.84697132703,112428.45199612904,326210175.80032206,6831614490039.992,6,1.0
1013,67,5,30,30,41587.594201268235,79421739.47462521,157115.68615182085,144776.27886228048,1439826748.838268,11498383901905.73,6,1.0
1013,67,5,30,10,7970.757863106798,66446237.71932072,183615.5314241852,136716.73929766906,1463554940.8878577,9084312959583.316,6,0.0
1014,80,2,30,30,42242.85448985563,80574946.68831368,124214.56424899671,96089.56951630276,1740790764.4690983,7742411941079.105,8,0.0
1014,80,2,20,10,23851.042510209692,82381292.37054208,166376.86670070683,144288.2110426655,3968261720.39405,11886649299528.305,8,0.0
1014,80,2,30,20,13041.147833945395,78793727.8310604,143176.4693248304,101074.7772805952,1867185502.8074613,7964058491632.265,8,0.0
1014,80,2,20,30,47612.93498061661,88074532.68516612,200917.0654386482,151542.1772100584,6949597730.943749,13347006439868.525,8,1.0
1014,80,2,30,30,38797.60989711919,78845726.66663815,151043.2600785803,93496.51273877676,2249741188.4011717,7371800487685.444,8,1.0
1014,80,2,10,10,39408.36808138207,77320143.04454377,130859.15728789032,114591.83645386122,5363435433.174753,8860257186349.516,8,0.0
1014,80,2,10,10,37062.05753406813,78873520.19319731,157865.17114142436,80560.0596447563,5544645392.91162,6354055491155.866,8,1.0
1014,80,2,30,10,1794.142792522643,75982610.34351322,195150.9917544237,87166.75483238207,350128745.30984503,6623157567337.435,8,0.0
1014,80,2,20,30,40866.42592631582,90270574.87095378,157900.49301066276,154846.23392107183,4243925875.6023335,13978058552657.338,8,0.0
1014,80,2,30,10,8884.684102291078,80248988.72996715,168770.26713508836,123066.93132215488,1499470509.354538,9875996784703.248,8,0.0
1014,80,2,30,10,13835.874050292083,96444540.31045005,152966.4720860291,152472.1525503851,2116424841.6998181,14705106662866.705,8,0.0
1014,80,2,30,30,41086.292329414995,64375206.92556869,145230.72126810922,115406.00544091636,1258295771.650496,7429285480712.297,8,0.0
1014,80,2,30,10,4612.494845950843,75178674.15855363,157861.13678290168,163776.90001553443,728133679.787075,12312530200965.879,8,0.0
1015,29,2,20,10,32855.21215994149,69669741.80769297,140162.46111521657,156231.94410437916,4605067396.79999,10884639207866.018,2,1.0
1015,29,2,30,10,4952.816046952832,80422066.65543537,188353.8271759397,159993.96589556037,932881857.7419745,12867045389720.209,2,0.0
1015,29,2,30,20,12756.628946625953,73446453.121687,165549.5382527394,164769.1023052903,2111854031.7754562,12101706148367.951,2,0.0
1015,29,2,30,30,40585.68527020475,77282972.94004683,143454.2401226531,218626.6178192773,1257708346.5078998,16896114988901.168,2,1.0
1015,29,2,30,30,45606.75697750151,71867851.2764827,161121.24420233388,204300.5343223204,1099705364.863022,14682640416382.473,2,1.0
1015,29,2,30,10,3393.913562269821,77480906.36090863,133264.7053911207,178137.0215050427,452288890.9988166,13802217882643.38,2,0.0
1015,29,2,30,30,38608.163563737486,70843651.4421493,159425.1550934493,159481.08390802908,1602020724.9119124,11298222319996.576,2,0.0
1015,29,2,20,10,20622.95096806601,77041951.96544406,171116.10828872042,142370.6275521048,3528919111.0845547,10968511049159.385,2,0.0
1015,29,2,20,20,39797.2881813091,78453859.5647273,151393.29522494253,171712.5747236924,4012362787.5374665,13471514222870.309,2,0.0
1016,44,1,30,30,40236.13335835991,75680944.40666571,174036.77866298342,196128.51178376065,2509117761.7827907,14843190996868.871,4,1.0
1016,44,1,10,10,37311.46984776424,79227516.12158176,175840.71100872447,152960.5051451538,6881578805.644987,12118680887352.96,4,1.0
1016,44,1,30,10,2913.4888764670586,80195292.89608933,165635.5996277725,147420.78683289138,482577477.06246644,11822453179035.674,4,0.0
1016,44,1,30,30,36202.50535107952,71363258.57749331,189020.0255526835,187949.3701110064,2164782848.406392,13412679498708.742,4,1.0
1016,44,1,30,30,40226.83967745352,80118815.3400192,196661.70911964332,159205.6204835302,1529902439.613844,12755365708613.133,4,1.0
1016,44,1,20,10,23548.456215081722,78688458.8871276,156716.3047241704,150362.1852769421,3690427039.9865313,11831768634343.32,4,1.0
1016,44,1,20,10,26804.441578935544,84617237.1930092,177503.8028282466,158108.10847219452,4757890312.94863,13378671316729.71,4,1.0
1016,44,1,30,20,12881.498721442564,75507374.10310376,160353.55936653574,177228.68495915792,2065594169.9587944,13382072617012.256,4,0.0
1017,33,9,30,20,1298.7773181508571,80349734.58354451,142745.36519924196,137355.75175372127,185394442.59193617,11036498196934.732,3,0.0
1017,37,9,20,10,32667.570388425418,69202199.97851844,192692.33959089383,128370.67013651918,6294790566.895898,8883532786163.826,3,1.0
1017,36,9,30,30,39753.22689221124,64136074.08167836,168885.3392572777,122252.2936027598,945546800.05824,7840782159161.696,3,1.0
1017,31,9,30,30,38985.83745595379,76250784.73758827,178538.00798877658,164548.53881737994,1549405246.9945297,12546955212248.727,3,1.0
1017,28,9,30,30,39251.87347974214,76245598.18738838,126070.55474130274,141672.98891104176,1720582266.7031102,10801941786517.62,2,0.0
1017,35,9,10,10,42839.15912299245,69159508.53771989,176246.46729964952,122904.42149416076,8727167175.145708,8500009387648.936,3,0.0
1018,30,4,20,10,18785.254704522253,58378481.87984513,138459.90044672647,153660.54409150357,2601004496.2545514,8970469288892.984,3,0.0
1018,30,4,30,30,40213.24596808138,94278128.91461574,155368.62804610725,165518.06796687582,650232482.0042024,15604733749479.248,3,1.0
1018,30,4,30,10,14015.315547243114,79717926.59961252,161248.2347451775,151842.7837276022,2259944891.3895936,12104591887877.83,3,0.0
1018,30,4,20,10,34222.903875152006,77738341.09848881,146859.50734362466,180281.9218153681,5025958802.973047,14014817531974.178,3,0.0
1018,30,4,10,30,46326.97290280082,87320744.79833932,181481.5393102,151500.79490702724,7431885594.9239645,13229162248822.072,3,1.0
1018,30,4,30,30,38255.3629068089,62712285.78089315,186878.6835484872,185307.14130380756,1321908893.6231968,11621034402684.729,3,1.0
1018,30,4,30,20,2294.769606085136,77633938.66251169,148986.28439962983,171419.79465241596,341889197.1638266,13307993823586.01,3,0.0
1018,30,4,30,30,36695.76686770477,74535353.45733431,171622.7689828986,167237.8037911415,533894858.66212714,12465128817001.055,3,1.0
1018,30,4,30,30,43321.681599812204,84434777.18941487,140883.1333689561,165777.756447036,1123999534.307711,13997407928566.568,3,1.0
1018,30,4,30,20,1430.035197395131,71255147.74071181,151130.51001431234,191119.10881195907,216121948.72074398,13618220334469.32,3,0.0
1019,53,1,30,20,1770.3682470021265,60839881.41725386,168138.78488659207,126969.14010233204,297667565.8527436,7724787427476.572,5,0.0
1019,53,1,20,20,49998.36387713839,81356809.8108245,187949.8885514026,143481.89347555427,5607415648.1525755,11673229118787.65,5,1.0
1019,53,1,30,10,5053.716467429209,60199723.32614646,160704.57704996975,117519.41028601812,812155367.4286783,7074635984670.181,5,0.0
1019,53,1,10,10,45893.9253304888,66023360.26469781,161755.89168198223,140036.0932995242,5743305174.077989,9245653437975.32,5,1.0
1019,53,1,30,20,5975.244756917054,80601593.80348988,160918.86511154985,113441.65898137138,961529605.0468308,9143578517610.516,5,1.0
1019,53,1,20,30,39778.23447875009,84113698.37269057,176511.66139130798,139827.8695716149,4139563487.815989,11761439245242.734,5,0.0
1019,53,1,20,10,31871.764854925663,76957659.84571348,167602.11995197434,119437.13824187093,5341775356.2963705,9191602657763.36,5,0.0
1019,53,1,20,10,24153.420101040974,71445124.6120683,172115.0773006503,131129.5592009079,4157167767.765748,9368567697434.453,5,0.0
1019,53,1,30,30,43402.68350174232,58473745.46889425,159184.97334039558,144682.37567443156,2206048204.3033895,8460120409021.648,5,1.0
1019,53,1,10,20,44288.019217350266,71055145.47667614,157080.8719693302,131050.3655108283,6300481852.741555,9311802786143.486,5,0.0
1019,53,1,30,20,6458.914897980111,67000694.97250557,149563.0349582082,125997.7084429173,966014914.6786911,8441934030618.592,5,0.0
1020,30,1,30,20,13476.547504675409,72050111.04017925,155848.931702929,89322.5973777111,2100305531.647436,6435703059461.31,3,0.0
1020,31,1,20,10,21749.282854013014,67141523.569722,181033.6411006896,89066.72698619144,3937351866.390774,5980075749221.367,3,0.0
1020,49,1,20,10,16755.06005209952,70342341.17018183,186682.73659334643,97857.0751833584,3127880462.311796,6883495768463.931,4,0.0
1020,55,1,10,20,46276.39929308875,88225594.35620913,180325.30888843336,94778.19958719725,8427256775.57166,8361862990591.892,5,1.0
1020,38,1,30,20,13204.844393530018,54061579.02763636,143953.51462014808,71037.78848517875,1900883760.460804,3840415016140.0073,3,0.0
1020,30,1,20,30,47828.804208931266,56160563.77364188,184062.7779123793,86477.8685271971,5333491239.5126505,4856645850430.2705,3,1.0
1020,38,1,30,10,4541.618856495838,78915671.79453261,161947.6149120434,80776.94491483779,735504341.649063,6374566873464.379,3,0.0
1020,37,1,20,20,36796.58861922758,71565830.99561034,148635.66169667605,77296.11473881778,3736649538.167064,5531760684015.539,3,0.0
1020,40,1,10,10,45005.30597020433,65915232.79020137,135129.6687581598,82795.45185916721,6695066006.117272,5457481483266.918,4,0.0
1020,54,1,20,20,44534.9467527727,64069412.313623965,165917.83218655348,110687.66721070895,4435032200.691932,7091693788556.107,5,1.0
1021,48,2,10,10,46896.82460885208,76127556.35603149,172355.3345735133,153243.09858114496,7372081284.504277,11666022623409.002,4,0.0
1021,47,2,10,10,41280.73671030091,76846516.49746062,166974.32091820147,148285.0543519298,7184873739.668084,11395189875582.418,4,0.0
1021,53,2,30,20,6581.987364442807,80941881.27785683,125500.49222378431,77866.70394716618,826042654.0483011,6302677506389.551,5,0.0
1021,45,2,30,20,5178.568019030912,85420981.02288815,148018.1155156225,117051.58462873285,766521879.246426,9998661189269.975,4,1.0
1021,52,2,30,10,4759.6594958355345,71189594.52639197,157901.4396421009,121331.25425820977,751557086.598627,8637522794020.522,5,1.0
1021,48,2,30,10,10630.22682964986,75422104.37503317,138263.97048233807,101425.1398079564,1469777368.5952666,7649697480848.019,4,0.0
1021,50,2,20,20,35324.47889223342,73839476.64839081,148164.32202501848,124732.09463507074,3350590768.8999205,9210152589111.18,5,0.0
1021,47,2,30,10,3179.852980764846,74231433.51222025,172184.7813356029,101401.11377162534,547522290.1723601,7527150035003.487,4,0.0
1022,22,10,20,10,18353.780399183626,72687975.48900001,153155.4460711327,102698.39304876544,2810981424.12858,7464938276688.352,2,1.0
1022,22,10,20,10,15627.272731086514,64584809.60683442,183033.3564856486,106361.71931630703,2860312180.687413,6869351391499.253,2,0.0
1022,22,10,20,10,22659.306412712485,76446083.51977502,163708.20561765844,83188.39579360784,3709514393.365862,6359427052714.245,2,0.0
1022,22,10,30,10,4350.227228076066,76679460.81928669,142383.32011004005,89491.98961942729,619399795.9665667,6862197511662.886,2,0.0
1022,22,10,20,30,35436.49648225862,75404930.85135837,148478.50344748274,100959.16176193336,5157714786.886966,7612818611469.688,2,1.0
1022,22,10,20,10,26400.24320500961,82290944.94204022,181094.97249117336,96302.8267383758,4780951316.971502,7924850612890.522,2,0.0
1022,22,10,30,30,39170.78466385299,80077982.19210233,117933.78305090548,82238.92165308679,1279486932.8033676,6585526903633.582,2,1.0
